model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
515,sysml_model_0515,medical,agent,B,data/000515/000515.sysml,data/000515/000515.txt,3,65.2,83.6,53.4,39.8,68.2,95.9,SENTINEL-Ready,100.0,94.4,89.9,99.8,98.9,98.9%,88.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
516,sysml_model_0516,medical,agent,B,data/000516/000516.sysml,data/000516/000516.txt,3,62.7,78.5,44.6,52.5,66.7,97.0,SENTINEL-Ready,100.0,97.5,90.9,100.0,99.2,99.5%,88.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
517,sysml_model_0517,medical,agent,B,data/000517/000517.sysml,data/000517/000517.txt,4,67.2,89,51.5,47.7,66.1,93.4,SENTINEL-Ready,95.0,85.2,94.0,100.0,98.3,99.4%,86.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
518,sysml_model_0518,medical,agent,B,data/000518/000518.sysml,data/000518/000518.txt,3,55.3,76.5,40,30.9,57.8,96.0,SENTINEL-Ready,100.0,94.4,90.0,100.0,99.0,99.3%,85.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
519,sysml_model_0519,medical,agent,B,data/000519/000519.sysml,data/000519/000519.txt,3,62.8,75.1,46.3,54.4,68.8,95.1,SENTINEL-Ready,100.0,91.4,89.5,100.0,98.7,99.4%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
520,sysml_model_0520,medical,agent,A,data/000520/000520.sysml,data/000520/000520.txt,4,67.8,88.3,58.2,32.9,71.2,90.4,SENTINEL-Ready,100.0,73.7,88.8,99.9,97.5,99.7%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
521,sysml_model_0521,medical,agent,B,data/000521/000521.sysml,data/000521/000521.txt,3,62,78.4,49.9,37.3,67.5,89.8,SENTINEL-Ready,100.0,84.0,78.4,100.0,92.2,99.5%,82.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
522,sysml_model_0522,medical,agent,B,data/000522/000522.sysml,data/000522/000522.txt,4,74.6,84.1,71.2,54.7,77.7,94.2,SENTINEL-Ready,100.0,92.5,86.9,98.0,96.1,99.8%,89.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
523,sysml_model_0523,medical,agent,B,data/000523/000523.sysml,data/000523/000523.txt,3,54.9,81.4,38.1,20.5,57.5,94.5,SENTINEL-Ready,97.5,94.7,86.2,100.0,98.6,99.7%,84.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
524,sysml_model_0524,medical,agent,B,data/000524/000524.sysml,data/000524/000524.txt,4,72.8,84.4,71,47.5,74.3,91.5,SENTINEL-Ready,100.0,77.9,89.0,99.9,97.8,99.7%,86.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
525,sysml_model_0525,electronics,agent,B,data/000525/000525.sysml,data/000525/000525.txt,3,55.6,79.3,24.9,58.3,54.1,93.4,SENTINEL-Ready,100.0,84.3,89.9,100.0,98.3,99.5%,83.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
526,sysml_model_0526,electronics,agent,B,data/000526/000526.sysml,data/000526/000526.txt,4,69.3,78.7,56.1,64.2,73.7,93.2,SENTINEL-Ready,100.0,84.6,88.8,100.0,98.2,100.0%,87.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
527,sysml_model_0527,aerospace,agent,B,data/000527/000527.sysml,data/000527/000527.txt,4,68.7,81.3,59.3,49.9,73,95.2,SENTINEL-Ready,100.0,88.1,93.3,100.0,98.8,99.7%,88.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
528,sysml_model_0528,medical,agent,B,data/000528/000528.sysml,data/000528/000528.txt,3,61.2,74.1,45.3,50.1,67.4,94.2,SENTINEL-Ready,100.0,87.0,90.5,100.0,98.5,99.6%,85.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
529,sysml_model_0529,medical,agent,B,data/000529/000529.sysml,data/000529/000529.txt,3,63.2,85.8,44.8,37.1,68,95.0,SENTINEL-Ready,100.0,90.0,90.7,100.0,98.7,99.6%,87.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
530,sysml_model_0530,medical,agent,B,data/000530/000530.sysml,data/000530/000530.txt,4,72.3,90.4,54.3,58.1,75.5,91.0,SENTINEL-Ready,100.0,78.4,86.6,100.0,97.7,99.6%,86.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
531,sysml_model_0531,medical,agent,B,data/000531/000531.sysml,data/000531/000531.txt,3,62.5,81.9,55.5,30.9,62.5,95.9,SENTINEL-Ready,100.0,94.4,89.5,100.0,98.9,100.0%,87.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
532,sysml_model_0532,medical,agent,B,data/000532/000532.sysml,data/000532/000532.txt,3,53.2,54.9,50.7,46.2,58,97.8,SENTINEL-Ready,100.0,98.2,93.3,100.0,99.4,99.6%,86.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
533,sysml_model_0533,industrial,agent,B,data/000533/000533.sysml,data/000533/000533.txt,4,77.5,94.5,60.1,65.2,80.4,90.7,SENTINEL-Ready,100.0,71.5,92.3,100.0,97.6,100.0%,87.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
534,sysml_model_0534,medical,agent,A,data/000534/000534.sysml,data/000534/000534.txt,4,66.7,70.8,65.2,52.3,71.7,90.7,SENTINEL-Ready,100.0,77.2,86.6,100.0,97.6,100.0%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
535,sysml_model_0535,medical,agent,A,data/000535/000535.sysml,data/000535/000535.txt,4,72,92.2,55.9,51.4,74.2,91.2,SENTINEL-Ready,100.0,91.3,80.5,100.0,82.1,99.5%,86.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
536,sysml_model_0536,medical,agent,B,data/000536/000536.sysml,data/000536/000536.txt,4,77,85.2,68.6,66.7,81.3,85.9,SENTINEL-Ready,100.0,67.5,78.8,98.0,95.9,99.8%,83.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
537,sysml_model_0537,medical,agent,B,data/000537/000537.sysml,data/000537/000537.txt,3,61.8,73.3,45.2,60.9,64.5,93.6,SENTINEL-Ready,100.0,83.5,91.7,100.0,98.3,100.0%,85.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
538,sysml_model_0538,medical,agent,B,data/000538/000538.sysml,data/000538/000538.txt,4,74.8,89.6,61.8,59.2,78.1,86.9,SENTINEL-Ready,100.0,73.0,81.9,91.5,94.9,100.0%,83.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
539,sysml_model_0539,medical,agent,A,data/000539/000539.sysml,data/000539/000539.txt,4,66.7,84.9,52,45.9,70.2,92.9,SENTINEL-Ready,100.0,83.9,88.5,100.0,98.2,99.8%,86.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
540,sysml_model_0540,medical,agent,B,data/000540/000540.sysml,data/000540/000540.txt,3,60.3,69.3,53.5,46.4,63.7,89.3,SENTINEL-Ready,100.0,83.7,77.9,100.0,89.4,99.8%,82.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
541,sysml_model_0541,medical,agent,B,data/000541/000541.sysml,data/000541/000541.txt,3,62.5,70.1,55.7,58.4,61.6,95.2,SENTINEL-Ready,100.0,92.5,90.5,100.0,94.9,99.8%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
542,sysml_model_0542,medical,agent,B,data/000542/000542.sysml,data/000542/000542.txt,4,72.7,88.4,65.3,40,79.1,95.4,SENTINEL-Ready,100.0,92.3,89.9,99.8,98.8,99.2%,89.7,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
543,sysml_model_0543,medical,agent,B,data/000543/000543.sysml,data/000543/000543.txt,4,74.8,82.2,73.1,61.2,74.8,94.4,SENTINEL-Ready,100.0,84.9,93.3,100.0,98.5,99.6%,89.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
544,sysml_model_0544,medical,agent,B,data/000544/000544.sysml,data/000544/000544.txt,4,68.7,72.7,66.1,59.4,71.6,94.4,SENTINEL-Ready,100.0,88.6,89.5,100.0,98.5,99.7%,88.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
545,sysml_model_0545,medical,agent,B,data/000545/000545.sysml,data/000545/000545.txt,3,56.5,66.1,51.8,35,61.6,92.1,SENTINEL-Ready,100.0,81.6,87.8,100.0,98.0,99.4%,83.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
546,sysml_model_0546,aerospace,agent,B,data/000546/000546.sysml,data/000546/000546.txt,4,67,82.3,46.1,59.9,73,86.9,SENTINEL-Ready,100.0,70.9,79.5,97.9,96.2,99.6%,81.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
547,sysml_model_0547,medical,agent,B,data/000547/000547.sysml,data/000547/000547.txt,3,50,57.9,41.6,39.8,54.6,95.1,SENTINEL-Ready,100.0,89.5,91.6,100.0,98.7,99.4%,83.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
548,sysml_model_0548,medical,agent,A,data/000548/000548.sysml,data/000548/000548.txt,4,69.6,81.4,59.7,53.8,73.6,93.7,SENTINEL-Ready,100.0,81.4,94.0,100.0,98.4,100.0%,87.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
549,sysml_model_0549,medical,agent,B,data/000549/000549.sysml,data/000549/000549.txt,3,63.1,79,45.8,49.1,68.4,94.9,SENTINEL-Ready,100.0,87.0,93.3,100.0,98.7,99.8%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
550,sysml_model_0550,medical,agent,B,data/000550/000550.sysml,data/000550/000550.txt,3,62.8,72.7,47.8,61,66.5,97.5,SENTINEL-Ready,100.0,96.8,93.3,100.0,99.3,100.0%,88.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
551,sysml_model_0551,medical,agent,B,data/000551/000551.sysml,data/000551/000551.txt,4,72.4,92.5,58.6,43.8,77.1,92.0,SENTINEL-Ready,100.0,84.5,84.5,100.0,97.9,99.4%,87.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
552,sysml_model_0552,medical,agent,B,data/000552/000552.sysml,data/000552/000552.txt,3,49.8,66,29.9,46.3,51.1,92.7,SENTINEL-Ready,100.0,83.6,87.8,100.0,98.1,99.6%,81.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
553,sysml_model_0553,medical,agent,B,data/000553/000553.sysml,data/000553/000553.txt,4,72.4,96.4,61.6,33.5,74.6,88.3,SENTINEL-Ready,92.5,78.7,83.1,100.0,97.0,99.8%,84.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
554,sysml_model_0554,medical,agent,B,data/000554/000554.sysml,data/000554/000554.txt,3,62.1,70.6,62.4,34.6,67,92.2,SENTINEL-Ready,100.0,81.3,88.2,100.0,98.0,99.7%,84.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
555,sysml_model_0555,unknown,agent,B,data/000555/000555.sysml,data/000555/000555.txt,3,56.4,65.7,50.7,42.2,58.5,92.8,SENTINEL-Ready,97.5,83.5,91.1,100.0,98.1,100.0%,83.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
556,sysml_model_0556,industrial,agent,B,data/000556/000556.sysml,data/000556/000556.txt,3,65.7,76,52.8,56.4,71.1,88.0,SENTINEL-Ready,100.0,75.7,81.0,96.0,94.4,99.8%,82.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
557,sysml_model_0557,medical,agent,B,data/000557/000557.sysml,data/000557/000557.txt,3,65.6,84.4,44.7,54.9,68.8,94.2,SENTINEL-Ready,100.0,89.7,87.8,100.0,98.5,99.6%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
558,sysml_model_0558,medical,agent,B,data/000558/000558.sysml,data/000558/000558.txt,3,57,83.4,27,43.6,61.2,96.6,SENTINEL-Ready,100.0,93.6,93.3,100.0,99.1,99.5%,86.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
559,sysml_model_0559,medical,agent,B,data/000559/000559.sysml,data/000559/000559.txt,4,67.8,76.3,54.8,63.5,73,85.2,SENTINEL-Ready,100.0,67.3,79.3,94.0,94.9,99.7%,80.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
560,sysml_model_0560,electronics,agent,B,data/000560/000560.sysml,data/000560/000560.txt,3,63.6,76.9,46.1,58.5,67.1,87.0,SENTINEL-Ready,100.0,69.7,79.7,100.0,96.6,99.0%,81.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
561,sysml_model_0561,medical,agent,B,data/000561/000561.sysml,data/000561/000561.txt,3,62.9,81.8,49.1,37.5,67.2,95.9,SENTINEL-Ready,100.0,94.3,89.5,100.0,98.9,99.0%,87.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
562,sysml_model_0562,medical,agent,B,data/000562/000562.sysml,data/000562/000562.txt,3,47.4,57.1,36.9,36,52.3,90.1,SENTINEL-Ready,100.0,79.9,81.7,100.0,97.4,100.0%,79.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
563,sysml_model_0563,medical,agent,B,data/000563/000563.sysml,data/000563/000563.txt,4,67.8,90.9,43.5,50.8,72.3,85.2,SENTINEL-Ready,100.0,68.0,78.4,94.0,94.9,99.6%,80.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
564,sysml_model_0564,medical,agent,B,data/000564/000564.sysml,data/000564/000564.txt,4,68.1,81.1,58.5,55.5,68.2,97.6,SENTINEL-Ready,100.0,96.5,94.0,100.0,99.4,99.4%,90.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
565,sysml_model_0565,medical,agent,B,data/000565/000565.sysml,data/000565/000565.txt,4,79.3,97.9,57.7,68.8,83.5,96.8,SENTINEL-Ready,100.0,93.6,94.0,100.0,99.2,99.8%,92.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
566,sysml_model_0566,medical,agent,B,data/000566/000566.sysml,data/000566/000566.txt,4,69.8,87.4,65.6,45.4,64.8,92.8,SENTINEL-Ready,100.0,80.3,91.6,100.0,98.1,99.4%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
567,sysml_model_0567,medical,agent,B,data/000567/000567.sysml,data/000567/000567.txt,4,73.7,82.2,62.1,72.7,75.1,87.0,SENTINEL-Ready,86.1,79.7,85.8,100.0,91.5,100.0%,83.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
